files,labels,fold
000675.jpg,8,train
000676.jpg,8,train
000677.jpg,8,train
000678.jpg,8,train
000679.jpg,8,train
000680.jpg,8,train
000681.jpg,8,train
000682.jpg,8,train
000683.jpg,8,train
000684.jpg,8,train
000685.jpg,8,train
000686.jpg,8,train
000687.jpg,8,train
000688.jpg,8,train
000689.jpg,8,train
000690.jpg,8,train
000691.jpg,8,train
000692.jpg,8,train
000693.jpg,8,train
000694.jpg,8,train
000695.jpg,8,train
000696.jpg,8,train
000697.jpg,8,train
000698.jpg,8,train
000699.jpg,8,train
000700.jpg,8,train
000701.jpg,8,train
000702.jpg,8,train
000744.jpg,9,val
000745.jpg,9,val
000746.jpg,9,val
000747.jpg,9,val
000748.jpg,9,val
000749.jpg,9,val
000750.jpg,9,val
000751.jpg,9,val
000752.jpg,9,val
000753.jpg,9,train
000754.jpg,9,train
000755.jpg,9,train
000756.jpg,9,train
000757.jpg,9,train
000758.jpg,9,train
000759.jpg,9,train
000760.jpg,9,train
000761.jpg,9,train
000762.jpg,9,train
000763.jpg,9,train
000764.jpg,9,train
000765.jpg,9,train
000766.jpg,9,train
000767.jpg,9,train
000768.jpg,9,train
000769.jpg,9,train
000770.jpg,9,train
000771.jpg,9,train
000772.jpg,9,train
000773.jpg,9,train
000774.jpg,9,train
000775.jpg,9,train
000776.jpg,9,train
000810.jpg,10,val
000811.jpg,10,val
000812.jpg,10,val
000813.jpg,10,val
000814.jpg,10,val
000815.jpg,10,val
000816.jpg,10,val
000817.jpg,10,val
000818.jpg,10,val
000819.jpg,10,train
000820.jpg,10,train
000821.jpg,10,train
000822.jpg,10,train
000823.jpg,10,train
000824.jpg,10,train
000825.jpg,10,train
000826.jpg,10,train
000827.jpg,10,train
000828.jpg,10,train
000829.jpg,10,train
000830.jpg,10,train
000831.jpg,10,train
000832.jpg,10,train
000833.jpg,10,train
000834.jpg,10,train
000835.jpg,10,train
000836.jpg,10,train
000837.jpg,10,train
000838.jpg,10,train
000839.jpg,10,train
000840.jpg,10,train
000841.jpg,10,train
000842.jpg,10,train
000843.jpg,10,train
000844.jpg,10,train
000845.jpg,10,train
000846.jpg,10,train
000847.jpg,10,train
000886.jpg,11,val
000887.jpg,11,val
000888.jpg,11,val
000889.jpg,11,val
000890.jpg,11,val
000891.jpg,11,val
000892.jpg,11,val
000893.jpg,11,val
000894.jpg,11,val
000895.jpg,11,train
000896.jpg,11,train
000897.jpg,11,train
000898.jpg,11,train
000899.jpg,11,train
000900.jpg,11,train
000901.jpg,11,train
000902.jpg,11,train
000903.jpg,11,train
000904.jpg,11,train
000905.jpg,11,train
000906.jpg,11,train
000907.jpg,11,train
000908.jpg,11,train
000909.jpg,11,train
000910.jpg,11,train
000911.jpg,11,train
000912.jpg,11,train
000913.jpg,11,train
000914.jpg,11,train
000915.jpg,11,train
000916.jpg,11,train
000917.jpg,11,train
000918.jpg,11,train
000919.jpg,11,train
000920.jpg,11,train
000921.jpg,11,train
000922.jpg,11,train
000959.jpg,12,val
000960.jpg,12,val
000961.jpg,12,val
000962.jpg,12,val
000963.jpg,12,val
000964.jpg,12,val
000965.jpg,12,val
000966.jpg,12,val
000967.jpg,12,val
000968.jpg,12,train
000969.jpg,12,train
000970.jpg,12,train
000971.jpg,12,train
000972.jpg,12,train
000973.jpg,12,train
000974.jpg,12,train
000975.jpg,12,train
000976.jpg,12,train
000977.jpg,12,train
000978.jpg,12,train
000979.jpg,12,train
000980.jpg,12,train
000981.jpg,12,train
000982.jpg,12,train
000983.jpg,12,train
000984.jpg,12,train
000985.jpg,12,train
000986.jpg,12,train
000987.jpg,12,train
000988.jpg,12,train
000989.jpg,12,train
000990.jpg,12,train
000991.jpg,12,train
000992.jpg,12,train
000993.jpg,12,train
000994.jpg,12,train
000995.jpg,12,train
000996.jpg,12,train
000997.jpg,12,train
000998.jpg,12,train
000999.jpg,12,train
001041.jpg,13,val
001042.jpg,13,val
001043.jpg,13,val
001044.jpg,13,val
001045.jpg,13,val
001046.jpg,13,val
001047.jpg,13,val
001048.jpg,13,val
001049.jpg,13,val
001050.jpg,13,train
001051.jpg,13,train
001052.jpg,13,train
001053.jpg,13,train
001054.jpg,13,train
001055.jpg,13,train
001056.jpg,13,train
001057.jpg,13,train
001058.jpg,13,train
001059.jpg,13,train
001060.jpg,13,train
001061.jpg,13,train
001062.jpg,13,train
001063.jpg,13,train
001064.jpg,13,train
001065.jpg,13,train
001066.jpg,13,train
001067.jpg,13,train
001068.jpg,13,train
001069.jpg,13,train
001070.jpg,13,train
001071.jpg,13,train
001072.jpg,13,train
001073.jpg,13,train
001074.jpg,13,train
001075.jpg,13,train
001076.jpg,13,train
001077.jpg,13,train
001078.jpg,13,train
001079.jpg,13,train
001080.jpg,13,train
001081.jpg,13,train
001082.jpg,13,train
001083.jpg,13,train
001126.jpg,14,val
001127.jpg,14,val
001128.jpg,14,val
001129.jpg,14,val
001130.jpg,14,val
001131.jpg,14,val
001132.jpg,14,val
001133.jpg,14,val
001134.jpg,14,val
001135.jpg,14,train
001136.jpg,14,train
001137.jpg,14,train
001138.jpg,14,train
001139.jpg,14,train
001140.jpg,14,train
001141.jpg,14,train
001142.jpg,14,train
001143.jpg,14,train
001144.jpg,14,train
001145.jpg,14,train
001146.jpg,14,train
001147.jpg,14,train
001148.jpg,14,train
001149.jpg,14,train
001150.jpg,14,train
001151.jpg,14,train
001152.jpg,14,train
001153.jpg,14,train
001154.jpg,14,train
001155.jpg,14,train
001156.jpg,14,train
001157.jpg,14,train
001158.jpg,14,train
001159.jpg,14,train
001160.jpg,14,train
001161.jpg,14,train
001162.jpg,14,train
001163.jpg,14,train
001164.jpg,14,train
001165.jpg,14,train
001166.jpg,14,train
001167.jpg,14,train
001168.jpg,14,train
001212.jpg,15,val
001213.jpg,15,val
001214.jpg,15,val
001215.jpg,15,val
001216.jpg,15,val
001217.jpg,15,val
001218.jpg,15,val
001219.jpg,15,val
001220.jpg,15,val
001221.jpg,15,train
001222.jpg,15,train
001223.jpg,15,train
001224.jpg,15,train
001225.jpg,15,train
001226.jpg,15,train
001227.jpg,15,train
001228.jpg,15,train
001229.jpg,15,train
001230.jpg,15,train
001231.jpg,15,train
001232.jpg,15,train
001233.jpg,15,train
001234.jpg,15,train
001235.jpg,15,train
001236.jpg,15,train
001237.jpg,15,train
001238.jpg,15,train
001239.jpg,15,train
001240.jpg,15,train
001241.jpg,15,train
001242.jpg,15,train
001243.jpg,15,train
001244.jpg,15,train
001245.jpg,15,train
001246.jpg,15,train
001247.jpg,15,train
001248.jpg,15,train
001249.jpg,15,train
001250.jpg,15,train
001251.jpg,15,train
001252.jpg,15,train
001253.jpg,15,train
001254.jpg,15,train
001255.jpg,15,train
001299.jpg,16,val
001300.jpg,16,val
001301.jpg,16,val
001302.jpg,16,val
001303.jpg,16,val
001304.jpg,16,val
001305.jpg,16,val
001306.jpg,16,val
001307.jpg,16,val
001308.jpg,16,train
001309.jpg,16,train
001310.jpg,16,train
001311.jpg,16,train
001312.jpg,16,train
001313.jpg,16,train
001314.jpg,16,train
001315.jpg,16,train
001316.jpg,16,train
001317.jpg,16,train
001318.jpg,16,train
001319.jpg,16,train
001320.jpg,16,train
001321.jpg,16,train
001322.jpg,16,train
001323.jpg,16,train
001324.jpg,16,train
001325.jpg,16,train
001326.jpg,16,train
001327.jpg,16,train
001328.jpg,16,train
001329.jpg,16,train
001330.jpg,16,train
001331.jpg,16,train
001332.jpg,16,train
001333.jpg,16,train
001334.jpg,16,train
001335.jpg,16,train
001336.jpg,16,train
001337.jpg,16,train
001338.jpg,16,train
001339.jpg,16,train
001380.jpg,17,val
001381.jpg,17,val
001382.jpg,17,val
001383.jpg,17,val
001384.jpg,17,val
001385.jpg,17,val
001386.jpg,17,val
001387.jpg,17,val
001388.jpg,17,val
001389.jpg,17,train
001390.jpg,17,train
001391.jpg,17,train
001392.jpg,17,train
001393.jpg,17,train
001394.jpg,17,train
001395.jpg,17,train
001396.jpg,17,train
001397.jpg,17,train
001398.jpg,17,train
001399.jpg,17,train
001400.jpg,17,train
001401.jpg,17,train
001402.jpg,17,train
001403.jpg,17,train
001404.jpg,17,train
001405.jpg,17,train
001406.jpg,17,train
001407.jpg,17,train
001408.jpg,17,train
001409.jpg,17,train
001410.jpg,17,train
001411.jpg,17,train
001412.jpg,17,train
001413.jpg,17,train
001414.jpg,17,train
001415.jpg,17,train
001416.jpg,17,train
001417.jpg,17,train
001418.jpg,17,train
001419.jpg,17,train
001420.jpg,17,train
001421.jpg,17,train
001422.jpg,17,train
001465.jpg,18,val
001466.jpg,18,val
001467.jpg,18,val
001468.jpg,18,val
001469.jpg,18,val
001470.jpg,18,val
001471.jpg,18,val
001472.jpg,18,val
001473.jpg,18,val
001474.jpg,18,train
001475.jpg,18,train
001476.jpg,18,train
001477.jpg,18,train
001478.jpg,18,train
001479.jpg,18,train
001480.jpg,18,train
001481.jpg,18,train
001482.jpg,18,train
001483.jpg,18,train
001484.jpg,18,train
001485.jpg,18,train
001486.jpg,18,train
001487.jpg,18,train
001488.jpg,18,train
001489.jpg,18,train
001490.jpg,18,train
001491.jpg,18,train
001492.jpg,18,train
001493.jpg,18,train
001494.jpg,18,train
001495.jpg,18,train
001496.jpg,18,train
001497.jpg,18,train
001498.jpg,18,train
001499.jpg,18,train
001500.jpg,18,train
001501.jpg,18,train
001502.jpg,18,train
001503.jpg,18,train
001504.jpg,18,train
001505.jpg,18,train
001546.jpg,19,val
001547.jpg,19,val
001548.jpg,19,val
001549.jpg,19,val
001550.jpg,19,val
001551.jpg,19,val
001552.jpg,19,val
001553.jpg,19,val
001554.jpg,19,val
001555.jpg,19,train
001556.jpg,19,train
001557.jpg,19,train
001558.jpg,19,train
001559.jpg,19,train
001560.jpg,19,train
001561.jpg,19,train
001562.jpg,19,train
001563.jpg,19,train
001564.jpg,19,train
001565.jpg,19,train
001566.jpg,19,train
001567.jpg,19,train
001568.jpg,19,train
001569.jpg,19,train
001570.jpg,19,train
001571.jpg,19,train
001572.jpg,19,train
001573.jpg,19,train
001574.jpg,19,train
001575.jpg,19,train
001576.jpg,19,train
001577.jpg,19,train
001578.jpg,19,train
001579.jpg,19,train
001580.jpg,19,train
001581.jpg,19,train
001582.jpg,19,train
001583.jpg,19,train
001584.jpg,19,train
001585.jpg,19,train
001586.jpg,19,train
001587.jpg,19,train
001588.jpg,19,train
001589.jpg,19,train
001590.jpg,19,train
001591.jpg,19,train
001638.jpg,20,val
001639.jpg,20,val
001640.jpg,20,val
001641.jpg,20,val
001642.jpg,20,val
001643.jpg,20,val
001644.jpg,20,val
001645.jpg,20,val
001646.jpg,20,val
001647.jpg,20,train
001648.jpg,20,train
001649.jpg,20,train
001650.jpg,20,train
001651.jpg,20,train
001652.jpg,20,train
001653.jpg,20,train
001654.jpg,20,train
001655.jpg,20,train
001656.jpg,20,train
001657.jpg,20,train
001658.jpg,20,train
001659.jpg,20,train
001660.jpg,20,train
001661.jpg,20,train
001662.jpg,20,train
001663.jpg,20,train
001664.jpg,20,train
001665.jpg,20,train
001666.jpg,20,train
001667.jpg,20,train
001668.jpg,20,train
001669.jpg,20,train
001670.jpg,20,train
001671.jpg,20,train
001672.jpg,20,train
001673.jpg,20,train
001674.jpg,20,train
001675.jpg,20,train
001676.jpg,20,train
001677.jpg,20,train
001678.jpg,20,train
001679.jpg,20,train
001722.jpg,21,val
001723.jpg,21,val
001724.jpg,21,val
001725.jpg,21,val
001726.jpg,21,val
001727.jpg,21,val
001728.jpg,21,val
001729.jpg,21,val
001730.jpg,21,val
001731.jpg,21,train
001732.jpg,21,train
001733.jpg,21,train
001734.jpg,21,train
001735.jpg,21,train
001736.jpg,21,train
001737.jpg,21,train
001738.jpg,21,train
001739.jpg,21,train
001740.jpg,21,train
001741.jpg,21,train
001742.jpg,21,train
001743.jpg,21,train
001744.jpg,21,train
001745.jpg,21,train
001746.jpg,21,train
001747.jpg,21,train
001748.jpg,21,train
001749.jpg,21,train
001750.jpg,21,train
001751.jpg,21,train
001752.jpg,21,train
001753.jpg,21,train
001754.jpg,21,train
001755.jpg,21,train
001756.jpg,21,train
001757.jpg,21,train
001758.jpg,21,train
001759.jpg,21,train
001760.jpg,21,train
001761.jpg,21,train
001762.jpg,21,train
001763.jpg,21,train
001764.jpg,21,train
001807.jpg,22,val
001808.jpg,22,val
001809.jpg,22,val
001810.jpg,22,val
001811.jpg,22,val
001812.jpg,22,val
001813.jpg,22,val
001814.jpg,22,val
001815.jpg,22,val
001816.jpg,22,train
001817.jpg,22,train
001818.jpg,22,train
001819.jpg,22,train
001820.jpg,22,train
001821.jpg,22,train
001822.jpg,22,train
001823.jpg,22,train
001824.jpg,22,train
001825.jpg,22,train
001826.jpg,22,train
001827.jpg,22,train
001828.jpg,22,train
001829.jpg,22,train
001830.jpg,22,train
001831.jpg,22,train
001832.jpg,22,train
001833.jpg,22,train
001834.jpg,22,train
001835.jpg,22,train
001836.jpg,22,train
001837.jpg,22,train
001838.jpg,22,train
001839.jpg,22,train
001840.jpg,22,train
001841.jpg,22,train
001842.jpg,22,train
001843.jpg,22,train
001844.jpg,22,train
001845.jpg,22,train
001846.jpg,22,train
001886.jpg,23,val
001887.jpg,23,val
001888.jpg,23,val
001889.jpg,23,val
001890.jpg,23,val
001891.jpg,23,val
001892.jpg,23,val
001893.jpg,23,val
001894.jpg,23,val
001895.jpg,23,train
001896.jpg,23,train
001897.jpg,23,train
001898.jpg,23,train
001899.jpg,23,train
001900.jpg,23,train
001901.jpg,23,train
001902.jpg,23,train
001903.jpg,23,train
001904.jpg,23,train
001905.jpg,23,train
001906.jpg,23,train
001907.jpg,23,train
001908.jpg,23,train
001909.jpg,23,train
001910.jpg,23,train
001911.jpg,23,train
001912.jpg,23,train
001913.jpg,23,train
001914.jpg,23,train
001915.jpg,23,train
001916.jpg,23,train
001917.jpg,23,train
001918.jpg,23,train
001919.jpg,23,train
001920.jpg,23,train
001921.jpg,23,train
001922.jpg,23,train
001923.jpg,23,train
001924.jpg,23,train
001925.jpg,23,train
001926.jpg,23,train
001927.jpg,23,train
001928.jpg,23,train
001929.jpg,23,train
001930.jpg,23,train
001976.jpg,24,val
001977.jpg,24,val
001978.jpg,24,val
001979.jpg,24,val
001980.jpg,24,val
001981.jpg,24,val
001982.jpg,24,val
001983.jpg,24,val
001984.jpg,24,val
001985.jpg,24,train
001986.jpg,24,train
001987.jpg,24,train
001988.jpg,24,train
001989.jpg,24,train
001990.jpg,24,train
001991.jpg,24,train
001992.jpg,24,train
001993.jpg,24,train
001994.jpg,24,train
001995.jpg,24,train
001996.jpg,24,train
001997.jpg,24,train
001998.jpg,24,train
001999.jpg,24,train
002000.jpg,24,train
002001.jpg,24,train
002002.jpg,24,train
002003.jpg,24,train
002004.jpg,24,train
002005.jpg,24,train
002006.jpg,24,train
002007.jpg,24,train
002008.jpg,24,train
002009.jpg,24,train
002010.jpg,24,train
002011.jpg,24,train
002012.jpg,24,train
002013.jpg,24,train
002014.jpg,24,train
002015.jpg,24,train
002055.jpg,25,val
002056.jpg,25,val
002057.jpg,25,val
002058.jpg,25,val
002059.jpg,25,val
002060.jpg,25,val
002061.jpg,25,val
002062.jpg,25,val
002063.jpg,25,val
002064.jpg,25,train
002065.jpg,25,train
002066.jpg,25,train
002067.jpg,25,train
002068.jpg,25,train
002069.jpg,25,train
002070.jpg,25,train
002071.jpg,25,train
002072.jpg,25,train
002073.jpg,25,train
002074.jpg,25,train
002075.jpg,25,train
002076.jpg,25,train
002077.jpg,25,train
002078.jpg,25,train
002079.jpg,25,train
002080.jpg,25,train
002081.jpg,25,train
002082.jpg,25,train
002083.jpg,25,train
002084.jpg,25,train
002085.jpg,25,train
002086.jpg,25,train
002087.jpg,25,train
002088.jpg,25,train
002123.jpg,26,val
002124.jpg,26,val
002125.jpg,26,val
002126.jpg,26,val
002127.jpg,26,val
002128.jpg,26,val
002129.jpg,26,val
002130.jpg,26,val
002131.jpg,26,val
002132.jpg,26,train
002133.jpg,26,train
002134.jpg,26,train
002135.jpg,26,train
002136.jpg,26,train
002137.jpg,26,train
002138.jpg,26,train
002139.jpg,26,train
002140.jpg,26,train
002141.jpg,26,train
002142.jpg,26,train
002143.jpg,26,train
002144.jpg,26,train
002145.jpg,26,train
002146.jpg,26,train
002147.jpg,26,train
002148.jpg,26,train
002149.jpg,26,train
002150.jpg,26,train
002151.jpg,26,train
002152.jpg,26,train
002153.jpg,26,train
002154.jpg,26,train
002155.jpg,26,train
002156.jpg,26,train
002157.jpg,26,train
002158.jpg,26,train
002194.jpg,27,val
002195.jpg,27,val
002196.jpg,27,val
002197.jpg,27,val
002198.jpg,27,val
002199.jpg,27,val
002200.jpg,27,val
002201.jpg,27,val
002202.jpg,27,val
002203.jpg,27,train
002204.jpg,27,train
002205.jpg,27,train
002206.jpg,27,train
002207.jpg,27,train
002208.jpg,27,train
002209.jpg,27,train
002210.jpg,27,train
002211.jpg,27,train
002212.jpg,27,train
002213.jpg,27,train
002214.jpg,27,train
002215.jpg,27,train
002216.jpg,27,train
002217.jpg,27,train
002218.jpg,27,train
002219.jpg,27,train
002220.jpg,27,train
002221.jpg,27,train
002222.jpg,27,train
002223.jpg,27,train
002224.jpg,27,train
002225.jpg,27,train
002226.jpg,27,train
002227.jpg,27,train
002228.jpg,27,train
002229.jpg,27,train
002230.jpg,27,train
002231.jpg,27,train
002232.jpg,27,train
002233.jpg,27,train
002234.jpg,27,train
002276.jpg,28,val
002277.jpg,28,val
002278.jpg,28,val
002279.jpg,28,val
002280.jpg,28,val
002281.jpg,28,val
002282.jpg,28,val
002283.jpg,28,val
002284.jpg,28,val
002285.jpg,28,train
002286.jpg,28,train
002287.jpg,28,train
002288.jpg,28,train
002289.jpg,28,train
002290.jpg,28,train
002291.jpg,28,train
002292.jpg,28,train
002293.jpg,28,train
002294.jpg,28,train
002295.jpg,28,train
002296.jpg,28,train
002297.jpg,28,train
002298.jpg,28,train
002299.jpg,28,train
002300.jpg,28,train
002301.jpg,28,train
002302.jpg,28,train
002303.jpg,28,train
002304.jpg,28,train
002305.jpg,28,train
002306.jpg,28,train
002307.jpg,28,train
002308.jpg,28,train
002309.jpg,28,train
002310.jpg,28,train
002311.jpg,28,train
002312.jpg,28,train
002313.jpg,28,train
002314.jpg,28,train
002315.jpg,28,train
002316.jpg,28,train
002317.jpg,28,train
002318.jpg,28,train
002361.jpg,29,val
002362.jpg,29,val
002363.jpg,29,val
002364.jpg,29,val
002365.jpg,29,val
002366.jpg,29,val
002367.jpg,29,val
002368.jpg,29,val
002369.jpg,29,val
002370.jpg,29,train
002371.jpg,29,train
002372.jpg,29,train
002373.jpg,29,train
002374.jpg,29,train
002375.jpg,29,train
002376.jpg,29,train
002377.jpg,29,train
002378.jpg,29,train
002379.jpg,29,train
002380.jpg,29,train
002381.jpg,29,train
002382.jpg,29,train
002383.jpg,29,train
002384.jpg,29,train
002385.jpg,29,train
002386.jpg,29,train
002387.jpg,29,train
002388.jpg,29,train
002389.jpg,29,train
002390.jpg,29,train
002391.jpg,29,train
002392.jpg,29,train
002393.jpg,29,train
002394.jpg,29,train
002395.jpg,29,train
002396.jpg,29,train
002397.jpg,29,train
002398.jpg,29,train
002399.jpg,29,train
002400.jpg,29,train
002401.jpg,29,train
002402.jpg,29,train
002444.jpg,30,val
002445.jpg,30,val
002446.jpg,30,val
002447.jpg,30,val
002448.jpg,30,val
002449.jpg,30,val
002450.jpg,30,val
002451.jpg,30,val
002452.jpg,30,val
002453.jpg,30,train
002454.jpg,30,train
002455.jpg,30,train
002456.jpg,30,train
002457.jpg,30,train
002458.jpg,30,train
002459.jpg,30,train
002460.jpg,30,train
002461.jpg,30,train
002462.jpg,30,train
002463.jpg,30,train
002464.jpg,30,train
002465.jpg,30,train
002466.jpg,30,train
002467.jpg,30,train
002468.jpg,30,train
002469.jpg,30,train
002470.jpg,30,train
002471.jpg,30,train
002472.jpg,30,train
002473.jpg,30,train
002474.jpg,30,train
002475.jpg,30,train
002476.jpg,30,train
002477.jpg,30,train
002478.jpg,30,train
002479.jpg,30,train
002480.jpg,30,train
002481.jpg,30,train
002482.jpg,30,train
002483.jpg,30,train
002484.jpg,30,train
002485.jpg,30,train
