files,labels,fold
000536.jpg,5,train
000537.jpg,5,train
000538.jpg,5,train
000539.jpg,5,train
000540.jpg,5,train
000541.jpg,5,train
000542.jpg,5,train
000543.jpg,5,train
000544.jpg,5,train
000545.jpg,5,train
000546.jpg,5,train
000547.jpg,5,train
000548.jpg,5,train
000572.jpg,6,val
000573.jpg,6,val
000574.jpg,6,val
000575.jpg,6,val
000576.jpg,6,val
000577.jpg,6,val
000578.jpg,6,val
000579.jpg,6,val
000580.jpg,6,val
000581.jpg,6,val
000582.jpg,6,val
000583.jpg,6,val
000584.jpg,6,train
000585.jpg,6,train
000586.jpg,6,train
000587.jpg,6,train
000588.jpg,6,train
000589.jpg,6,train
000590.jpg,6,train
000591.jpg,6,train
000592.jpg,6,train
000593.jpg,6,train
000594.jpg,6,train
000595.jpg,6,train
000596.jpg,6,train
000597.jpg,6,train
000598.jpg,6,train
000599.jpg,6,train
000600.jpg,6,train
000601.jpg,6,train
000602.jpg,6,train
000603.jpg,6,train
000604.jpg,6,train
000605.jpg,6,train
000606.jpg,6,train
000607.jpg,6,train
000608.jpg,6,train
000609.jpg,6,train
000610.jpg,6,train
000611.jpg,6,train
000612.jpg,6,train
000613.jpg,6,train
000614.jpg,6,train
000615.jpg,6,train
000616.jpg,6,train
000617.jpg,6,train
000618.jpg,6,train
000619.jpg,6,train
000620.jpg,6,train
000621.jpg,6,train
000622.jpg,6,train
000623.jpg,6,train
000624.jpg,6,train
000625.jpg,6,train
000626.jpg,6,train
000627.jpg,6,train
000628.jpg,6,train
000629.jpg,6,train
000630.jpg,6,train
000631.jpg,6,train
000632.jpg,6,train
000633.jpg,6,train
000634.jpg,6,train
000662.jpg,7,val
000663.jpg,7,val
000664.jpg,7,val
000665.jpg,7,val
000666.jpg,7,val
000667.jpg,7,val
000668.jpg,7,val
000669.jpg,7,val
000670.jpg,7,val
000671.jpg,7,val
000672.jpg,7,val
000673.jpg,7,val
000674.jpg,7,train
000675.jpg,7,train
000676.jpg,7,train
000677.jpg,7,train
000678.jpg,7,train
000679.jpg,7,train
000680.jpg,7,train
000681.jpg,7,train
000682.jpg,7,train
000683.jpg,7,train
000684.jpg,7,train
000685.jpg,7,train
000686.jpg,7,train
000687.jpg,7,train
000688.jpg,7,train
000689.jpg,7,train
000690.jpg,7,train
000691.jpg,7,train
000692.jpg,7,train
000693.jpg,7,train
000694.jpg,7,train
000695.jpg,7,train
000696.jpg,7,train
000697.jpg,7,train
000698.jpg,7,train
000699.jpg,7,train
000700.jpg,7,train
000701.jpg,7,train
000702.jpg,7,train
000703.jpg,7,train
000704.jpg,7,train
000705.jpg,7,train
000706.jpg,7,train
000707.jpg,7,train
000708.jpg,7,train
000709.jpg,7,train
000710.jpg,7,train
000711.jpg,7,train
000712.jpg,7,train
000713.jpg,7,train
000714.jpg,7,train
000715.jpg,7,train
000716.jpg,7,train
000717.jpg,7,train
000718.jpg,7,train
000719.jpg,7,train
000810.jpg,8,val
000811.jpg,8,val
000812.jpg,8,val
000813.jpg,8,val
000814.jpg,8,val
000815.jpg,8,val
000816.jpg,8,val
000817.jpg,8,val
000818.jpg,8,val
000819.jpg,8,val
000820.jpg,8,val
000821.jpg,8,val
000822.jpg,8,train
000823.jpg,8,train
000824.jpg,8,train
000825.jpg,8,train
000826.jpg,8,train
000827.jpg,8,train
000828.jpg,8,train
000829.jpg,8,train
000830.jpg,8,train
000831.jpg,8,train
000832.jpg,8,train
000833.jpg,8,train
000834.jpg,8,train
000835.jpg,8,train
000836.jpg,8,train
000837.jpg,8,train
000838.jpg,8,train
000839.jpg,8,train
000840.jpg,8,train
000841.jpg,8,train
000842.jpg,8,train
000843.jpg,8,train
000844.jpg,8,train
000845.jpg,8,train
000846.jpg,8,train
000847.jpg,8,train
000848.jpg,8,train
000849.jpg,8,train
000850.jpg,8,train
000851.jpg,8,train
000852.jpg,8,train
000853.jpg,8,train
000854.jpg,8,train
000855.jpg,8,train
000856.jpg,8,train
000857.jpg,8,train
000858.jpg,8,train
000859.jpg,8,train
000860.jpg,8,train
000861.jpg,8,train
000862.jpg,8,train
000863.jpg,8,train
000886.jpg,9,val
000887.jpg,9,val
000888.jpg,9,val
000889.jpg,9,val
000890.jpg,9,val
000891.jpg,9,val
000892.jpg,9,val
000893.jpg,9,val
000894.jpg,9,val
000895.jpg,9,val
000896.jpg,9,val
000897.jpg,9,val
000898.jpg,9,train
000899.jpg,9,train
000900.jpg,9,train
000901.jpg,9,train
000902.jpg,9,train
000903.jpg,9,train
000904.jpg,9,train
000905.jpg,9,train
000906.jpg,9,train
000907.jpg,9,train
000908.jpg,9,train
000909.jpg,9,train
000910.jpg,9,train
000911.jpg,9,train
000912.jpg,9,train
000913.jpg,9,train
000914.jpg,9,train
000915.jpg,9,train
000916.jpg,9,train
000917.jpg,9,train
000918.jpg,9,train
000919.jpg,9,train
000920.jpg,9,train
000921.jpg,9,train
000922.jpg,9,train
000923.jpg,9,train
000924.jpg,9,train
000925.jpg,9,train
000926.jpg,9,train
000927.jpg,9,train
000928.jpg,9,train
000929.jpg,9,train
000930.jpg,9,train
000931.jpg,9,train
000932.jpg,9,train
000933.jpg,9,train
000934.jpg,9,train
000935.jpg,9,train
000936.jpg,9,train
000937.jpg,9,train
000959.jpg,10,val
000960.jpg,10,val
000961.jpg,10,val
000962.jpg,10,val
000963.jpg,10,val
000964.jpg,10,val
000965.jpg,10,val
000966.jpg,10,val
000967.jpg,10,val
000968.jpg,10,val
000969.jpg,10,val
000970.jpg,10,val
000971.jpg,10,train
000972.jpg,10,train
000973.jpg,10,train
000974.jpg,10,train
000975.jpg,10,train
000976.jpg,10,train
000977.jpg,10,train
000978.jpg,10,train
000979.jpg,10,train
000980.jpg,10,train
000981.jpg,10,train
000982.jpg,10,train
000983.jpg,10,train
000984.jpg,10,train
000985.jpg,10,train
000986.jpg,10,train
000987.jpg,10,train
000988.jpg,10,train
000989.jpg,10,train
000990.jpg,10,train
000991.jpg,10,train
000992.jpg,10,train
000993.jpg,10,train
000994.jpg,10,train
000995.jpg,10,train
000996.jpg,10,train
000997.jpg,10,train
000998.jpg,10,train
000999.jpg,10,train
001000.jpg,10,train
001001.jpg,10,train
001002.jpg,10,train
001003.jpg,10,train
001004.jpg,10,train
001005.jpg,10,train
001006.jpg,10,train
001007.jpg,10,train
001008.jpg,10,train
001009.jpg,10,train
001010.jpg,10,train
001011.jpg,10,train
001012.jpg,10,train
001013.jpg,10,train
001014.jpg,10,train
001015.jpg,10,train
001016.jpg,10,train
001041.jpg,11,val
001042.jpg,11,val
001043.jpg,11,val
001044.jpg,11,val
001045.jpg,11,val
001046.jpg,11,val
001047.jpg,11,val
001048.jpg,11,val
001049.jpg,11,val
001050.jpg,11,val
001051.jpg,11,val
001052.jpg,11,val
001053.jpg,11,train
001054.jpg,11,train
001055.jpg,11,train
001056.jpg,11,train
001057.jpg,11,train
001058.jpg,11,train
001059.jpg,11,train
001060.jpg,11,train
001061.jpg,11,train
001062.jpg,11,train
001063.jpg,11,train
001064.jpg,11,train
001065.jpg,11,train
001066.jpg,11,train
001067.jpg,11,train
001068.jpg,11,train
001069.jpg,11,train
001070.jpg,11,train
001071.jpg,11,train
001072.jpg,11,train
001073.jpg,11,train
001074.jpg,11,train
001075.jpg,11,train
001076.jpg,11,train
001077.jpg,11,train
001078.jpg,11,train
001079.jpg,11,train
001080.jpg,11,train
001081.jpg,11,train
001082.jpg,11,train
001083.jpg,11,train
001084.jpg,11,train
001085.jpg,11,train
001086.jpg,11,train
001087.jpg,11,train
001088.jpg,11,train
001089.jpg,11,train
001090.jpg,11,train
001091.jpg,11,train
001092.jpg,11,train
001093.jpg,11,train
001094.jpg,11,train
001095.jpg,11,train
001096.jpg,11,train
001097.jpg,11,train
001098.jpg,11,train
001099.jpg,11,train
001100.jpg,11,train
001126.jpg,12,val
001127.jpg,12,val
001128.jpg,12,val
001129.jpg,12,val
001130.jpg,12,val
001131.jpg,12,val
001132.jpg,12,val
001133.jpg,12,val
001134.jpg,12,val
001135.jpg,12,val
001136.jpg,12,val
001137.jpg,12,val
001138.jpg,12,train
001139.jpg,12,train
001140.jpg,12,train
001141.jpg,12,train
001142.jpg,12,train
001143.jpg,12,train
001144.jpg,12,train
001145.jpg,12,train
001146.jpg,12,train
001147.jpg,12,train
001148.jpg,12,train
001149.jpg,12,train
001150.jpg,12,train
001151.jpg,12,train
001152.jpg,12,train
001153.jpg,12,train
001154.jpg,12,train
001155.jpg,12,train
001156.jpg,12,train
001157.jpg,12,train
001158.jpg,12,train
001159.jpg,12,train
001160.jpg,12,train
001161.jpg,12,train
001162.jpg,12,train
001163.jpg,12,train
001164.jpg,12,train
001165.jpg,12,train
001166.jpg,12,train
001167.jpg,12,train
001168.jpg,12,train
001169.jpg,12,train
001170.jpg,12,train
001171.jpg,12,train
001172.jpg,12,train
001173.jpg,12,train
001174.jpg,12,train
001175.jpg,12,train
001176.jpg,12,train
001177.jpg,12,train
001178.jpg,12,train
001179.jpg,12,train
001180.jpg,12,train
001181.jpg,12,train
001182.jpg,12,train
001183.jpg,12,train
001184.jpg,12,train
001185.jpg,12,train
001186.jpg,12,train
001212.jpg,13,val
001213.jpg,13,val
001214.jpg,13,val
001215.jpg,13,val
001216.jpg,13,val
001217.jpg,13,val
001218.jpg,13,val
001219.jpg,13,val
001220.jpg,13,val
001221.jpg,13,val
001222.jpg,13,val
001223.jpg,13,val
001224.jpg,13,train
001225.jpg,13,train
001226.jpg,13,train
001227.jpg,13,train
001228.jpg,13,train
001229.jpg,13,train
001230.jpg,13,train
001231.jpg,13,train
001232.jpg,13,train
001233.jpg,13,train
001234.jpg,13,train
001235.jpg,13,train
001236.jpg,13,train
001237.jpg,13,train
001238.jpg,13,train
001239.jpg,13,train
001240.jpg,13,train
001241.jpg,13,train
001242.jpg,13,train
001243.jpg,13,train
001244.jpg,13,train
001245.jpg,13,train
001246.jpg,13,train
001247.jpg,13,train
001248.jpg,13,train
001249.jpg,13,train
001250.jpg,13,train
001251.jpg,13,train
001252.jpg,13,train
001253.jpg,13,train
001254.jpg,13,train
001255.jpg,13,train
001256.jpg,13,train
001257.jpg,13,train
001258.jpg,13,train
001259.jpg,13,train
001260.jpg,13,train
001261.jpg,13,train
001262.jpg,13,train
001263.jpg,13,train
001264.jpg,13,train
001265.jpg,13,train
001266.jpg,13,train
001267.jpg,13,train
001268.jpg,13,train
001269.jpg,13,train
001270.jpg,13,train
001271.jpg,13,train
001272.jpg,13,train
001299.jpg,14,val
001300.jpg,14,val
001301.jpg,14,val
001302.jpg,14,val
001303.jpg,14,val
001304.jpg,14,val
001305.jpg,14,val
001306.jpg,14,val
001307.jpg,14,val
001308.jpg,14,val
001309.jpg,14,val
001310.jpg,14,val
001311.jpg,14,train
001312.jpg,14,train
001313.jpg,14,train
001314.jpg,14,train
001315.jpg,14,train
001316.jpg,14,train
001317.jpg,14,train
001318.jpg,14,train
001319.jpg,14,train
001320.jpg,14,train
001321.jpg,14,train
001322.jpg,14,train
001323.jpg,14,train
001324.jpg,14,train
001325.jpg,14,train
001326.jpg,14,train
001327.jpg,14,train
001328.jpg,14,train
001329.jpg,14,train
001330.jpg,14,train
001331.jpg,14,train
001332.jpg,14,train
001333.jpg,14,train
001334.jpg,14,train
001335.jpg,14,train
001336.jpg,14,train
001337.jpg,14,train
001338.jpg,14,train
001339.jpg,14,train
001340.jpg,14,train
001341.jpg,14,train
001342.jpg,14,train
001343.jpg,14,train
001344.jpg,14,train
001345.jpg,14,train
001346.jpg,14,train
001347.jpg,14,train
001348.jpg,14,train
001349.jpg,14,train
001350.jpg,14,train
001351.jpg,14,train
001352.jpg,14,train
001353.jpg,14,train
001354.jpg,14,train
001355.jpg,14,train
001380.jpg,15,val
001381.jpg,15,val
001382.jpg,15,val
001383.jpg,15,val
001384.jpg,15,val
001385.jpg,15,val
001386.jpg,15,val
001387.jpg,15,val
001388.jpg,15,val
001389.jpg,15,val
001390.jpg,15,val
001391.jpg,15,val
001392.jpg,15,train
001393.jpg,15,train
001394.jpg,15,train
001395.jpg,15,train
001396.jpg,15,train
001397.jpg,15,train
001398.jpg,15,train
001399.jpg,15,train
001400.jpg,15,train
001401.jpg,15,train
001402.jpg,15,train
001403.jpg,15,train
001404.jpg,15,train
001405.jpg,15,train
001406.jpg,15,train
001407.jpg,15,train
001408.jpg,15,train
001409.jpg,15,train
001410.jpg,15,train
001411.jpg,15,train
001412.jpg,15,train
001413.jpg,15,train
001414.jpg,15,train
001415.jpg,15,train
001416.jpg,15,train
001417.jpg,15,train
001418.jpg,15,train
001419.jpg,15,train
001420.jpg,15,train
001421.jpg,15,train
001422.jpg,15,train
001423.jpg,15,train
001424.jpg,15,train
001425.jpg,15,train
001426.jpg,15,train
001427.jpg,15,train
001428.jpg,15,train
001429.jpg,15,train
001430.jpg,15,train
001431.jpg,15,train
001432.jpg,15,train
001433.jpg,15,train
001434.jpg,15,train
001435.jpg,15,train
001436.jpg,15,train
001437.jpg,15,train
001438.jpg,15,train
001439.jpg,15,train
001465.jpg,16,val
001466.jpg,16,val
001467.jpg,16,val
001468.jpg,16,val
001469.jpg,16,val
001470.jpg,16,val
001471.jpg,16,val
001472.jpg,16,val
001473.jpg,16,val
001474.jpg,16,val
001475.jpg,16,val
001476.jpg,16,val
001477.jpg,16,train
001478.jpg,16,train
001479.jpg,16,train
001480.jpg,16,train
001481.jpg,16,train
001482.jpg,16,train
001483.jpg,16,train
001484.jpg,16,train
001485.jpg,16,train
001486.jpg,16,train
001487.jpg,16,train
001488.jpg,16,train
001489.jpg,16,train
001490.jpg,16,train
001491.jpg,16,train
001492.jpg,16,train
001493.jpg,16,train
001494.jpg,16,train
001495.jpg,16,train
001496.jpg,16,train
001497.jpg,16,train
001498.jpg,16,train
001499.jpg,16,train
001500.jpg,16,train
001501.jpg,16,train
001502.jpg,16,train
001503.jpg,16,train
001504.jpg,16,train
001505.jpg,16,train
001506.jpg,16,train
001507.jpg,16,train
001508.jpg,16,train
001509.jpg,16,train
001510.jpg,16,train
001511.jpg,16,train
001512.jpg,16,train
001513.jpg,16,train
001514.jpg,16,train
001515.jpg,16,train
001516.jpg,16,train
001517.jpg,16,train
001518.jpg,16,train
001519.jpg,16,train
001520.jpg,16,train
001521.jpg,16,train
001546.jpg,17,val
001547.jpg,17,val
001548.jpg,17,val
001549.jpg,17,val
001550.jpg,17,val
001551.jpg,17,val
001552.jpg,17,val
001553.jpg,17,val
001554.jpg,17,val
001555.jpg,17,val
001556.jpg,17,val
001557.jpg,17,val
001558.jpg,17,train
001559.jpg,17,train
001560.jpg,17,train
001561.jpg,17,train
001562.jpg,17,train
001563.jpg,17,train
001564.jpg,17,train
001565.jpg,17,train
001566.jpg,17,train
001567.jpg,17,train
001568.jpg,17,train
001569.jpg,17,train
001570.jpg,17,train
001571.jpg,17,train
001572.jpg,17,train
001573.jpg,17,train
001574.jpg,17,train
001575.jpg,17,train
001576.jpg,17,train
001577.jpg,17,train
001578.jpg,17,train
001579.jpg,17,train
001580.jpg,17,train
001581.jpg,17,train
001582.jpg,17,train
001583.jpg,17,train
001584.jpg,17,train
001585.jpg,17,train
001586.jpg,17,train
001587.jpg,17,train
001588.jpg,17,train
001589.jpg,17,train
001590.jpg,17,train
001591.jpg,17,train
001592.jpg,17,train
001593.jpg,17,train
001594.jpg,17,train
001595.jpg,17,train
001596.jpg,17,train
001597.jpg,17,train
001598.jpg,17,train
001599.jpg,17,train
001600.jpg,17,train
001601.jpg,17,train
001602.jpg,17,train
001603.jpg,17,train
001604.jpg,17,train
001605.jpg,17,train
001606.jpg,17,train
001607.jpg,17,train
001608.jpg,17,train
001609.jpg,17,train
001610.jpg,17,train
001638.jpg,18,val
001639.jpg,18,val
001640.jpg,18,val
001641.jpg,18,val
001642.jpg,18,val
001643.jpg,18,val
001644.jpg,18,val
001645.jpg,18,val
001646.jpg,18,val
001647.jpg,18,val
001648.jpg,18,val
001649.jpg,18,val
001650.jpg,18,train
001651.jpg,18,train
001652.jpg,18,train
001653.jpg,18,train
001654.jpg,18,train
001655.jpg,18,train
001656.jpg,18,train
001657.jpg,18,train
001658.jpg,18,train
001659.jpg,18,train
001660.jpg,18,train
001661.jpg,18,train
001662.jpg,18,train
001663.jpg,18,train
001664.jpg,18,train
001665.jpg,18,train
001666.jpg,18,train
001667.jpg,18,train
001668.jpg,18,train
001669.jpg,18,train
001670.jpg,18,train
001671.jpg,18,train
001672.jpg,18,train
001673.jpg,18,train
001674.jpg,18,train
001675.jpg,18,train
001676.jpg,18,train
001677.jpg,18,train
001678.jpg,18,train
001679.jpg,18,train
001680.jpg,18,train
001681.jpg,18,train
001682.jpg,18,train
001683.jpg,18,train
001684.jpg,18,train
001685.jpg,18,train
001686.jpg,18,train
001687.jpg,18,train
001688.jpg,18,train
001689.jpg,18,train
001690.jpg,18,train
001691.jpg,18,train
001692.jpg,18,train
001693.jpg,18,train
001694.jpg,18,train
001695.jpg,18,train
001696.jpg,18,train
001722.jpg,19,val
001723.jpg,19,val
001724.jpg,19,val
001725.jpg,19,val
001726.jpg,19,val
001727.jpg,19,val
001728.jpg,19,val
001729.jpg,19,val
001730.jpg,19,val
001731.jpg,19,val
001732.jpg,19,val
001733.jpg,19,val
001734.jpg,19,train
001735.jpg,19,train
001736.jpg,19,train
001737.jpg,19,train
001738.jpg,19,train
001739.jpg,19,train
001740.jpg,19,train
001741.jpg,19,train
001742.jpg,19,train
001743.jpg,19,train
001744.jpg,19,train
001745.jpg,19,train
001746.jpg,19,train
001747.jpg,19,train
001748.jpg,19,train
001749.jpg,19,train
001750.jpg,19,train
001751.jpg,19,train
001752.jpg,19,train
001753.jpg,19,train
001754.jpg,19,train
001755.jpg,19,train
001756.jpg,19,train
001757.jpg,19,train
001758.jpg,19,train
001759.jpg,19,train
001760.jpg,19,train
001761.jpg,19,train
001762.jpg,19,train
001763.jpg,19,train
001764.jpg,19,train
001765.jpg,19,train
001766.jpg,19,train
001767.jpg,19,train
001768.jpg,19,train
001769.jpg,19,train
001770.jpg,19,train
001771.jpg,19,train
001772.jpg,19,train
001773.jpg,19,train
001774.jpg,19,train
001775.jpg,19,train
001776.jpg,19,train
001777.jpg,19,train
001778.jpg,19,train
001779.jpg,19,train
001780.jpg,19,train
001781.jpg,19,train
001807.jpg,20,val
001808.jpg,20,val
001809.jpg,20,val
001810.jpg,20,val
001811.jpg,20,val
001812.jpg,20,val
001813.jpg,20,val
001814.jpg,20,val
001815.jpg,20,val
001816.jpg,20,val
001817.jpg,20,val
001818.jpg,20,val
001819.jpg,20,train
001820.jpg,20,train
001821.jpg,20,train
001822.jpg,20,train
001823.jpg,20,train
001824.jpg,20,train
001825.jpg,20,train
001826.jpg,20,train
001827.jpg,20,train
001828.jpg,20,train
001829.jpg,20,train
001830.jpg,20,train
001831.jpg,20,train
001832.jpg,20,train
001833.jpg,20,train
001834.jpg,20,train
001835.jpg,20,train
001836.jpg,20,train
001837.jpg,20,train
001838.jpg,20,train
001839.jpg,20,train
001840.jpg,20,train
001841.jpg,20,train
001842.jpg,20,train
001843.jpg,20,train
001844.jpg,20,train
001845.jpg,20,train
001846.jpg,20,train
001847.jpg,20,train
001848.jpg,20,train
001849.jpg,20,train
001850.jpg,20,train
001851.jpg,20,train
001852.jpg,20,train
001853.jpg,20,train
001854.jpg,20,train
001855.jpg,20,train
001856.jpg,20,train
001857.jpg,20,train
001858.jpg,20,train
001859.jpg,20,train
001860.jpg,20,train
001861.jpg,20,train
001862.jpg,20,train
001886.jpg,21,val
001887.jpg,21,val
001888.jpg,21,val
001889.jpg,21,val
001890.jpg,21,val
001891.jpg,21,val
001892.jpg,21,val
001893.jpg,21,val
001894.jpg,21,val
001895.jpg,21,val
001896.jpg,21,val
001897.jpg,21,val
001898.jpg,21,train
001899.jpg,21,train
001900.jpg,21,train
001901.jpg,21,train
001902.jpg,21,train
001903.jpg,21,train
001904.jpg,21,train
001905.jpg,21,train
001906.jpg,21,train
001907.jpg,21,train
001908.jpg,21,train
001909.jpg,21,train
001910.jpg,21,train
001911.jpg,21,train
001912.jpg,21,train
001913.jpg,21,train
001914.jpg,21,train
001915.jpg,21,train
001916.jpg,21,train
001917.jpg,21,train
